,Benchmark,Board,Calibration,Model,NO2 CvMAE,NO2 MAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 CvMAE,O3 MAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE,NO2 MAE Improvement,NO2 CvMAE Improvement,NO2 MSE Improvement,NO2 rMSE Improvement,NO2 crMSE Improvement,NO2 R^2 Improvement,NO2 MBE Improvement,O3 MAE Improvement,O3 CvMAE Improvement,O3 MSE Improvement,O3 rMSE Improvement,O3 crMSE Improvement,O3 R^2 Improvement,O3 MBE Improvement
36,Level 1,17.0,Random Forest,"(2, 'elcajon', 17)",0.4094038707109571,4.6048580488714785,1.9965648199962696,42.20835247155381,0.3695120972908057,6.182400940662704,6.496795554083091,0.31820000192791525,12.31477336317851,-0.08532363365043756,222.87833838015305,0.474132293527703,14.928866609950454,14.929110434990859,,,,,,,,,,,,,,
37,Level 1,17.0,Random Forest,"(3, 'shafter', 17)",0.3668761934581294,5.0218598239268415,3.495453217771105,55.586331399713366,0.3011805903641241,6.585448974981661,7.455624145550349,0.5590312748343922,12.630684637958096,-8.176497782024159,217.09511186105237,0.42962073547250224,12.257242588837276,14.734147815908878,,,,,,,,,,,,,,
38,Level 1,19.0,Random Forest,"(2, 'elcajon', 19)",0.2999303868869865,3.3735032655346147,-0.5780041052435154,21.976650203396158,0.6735861301979771,4.65215664587058,4.687926002337939,0.24568692714936946,9.473640231386453,-0.20424220936741835,134.9353098928905,0.6826750724418233,11.614370194410164,11.61616588607835,,,,,,,,,,,,,,
39,Level 1,19.0,Random Forest,"(3, 'shafter', 19)",0.3096719751401726,4.342057598784194,1.0412457446808512,39.0651756106383,0.5196301923113651,6.162871320238831,6.250214045185838,0.4395218789319168,9.985943768996963,-7.6094525835866245,141.6588377021277,0.6521435193440708,9.151779558111881,11.902051827400506,,,,,,,,,,,,,,
40,Level 1,21.0,Random Forest,"(2, 'elcajon', 21)",0.3689118491184912,4.195151063036182,0.775768743006341,32.519478178291685,0.5192331329085256,5.649571756838394,5.7025852188539625,0.2992520666148101,11.55156508765386,1.3546020141738166,206.19719681014544,0.5149525781350905,14.29553252569983,14.359568127563774,,,,,,,,,,,,,,
41,Level 1,21.0,Random Forest,"(3, 'shafter', 21)",0.3302045942466718,4.519893127687164,1.9116187811369685,40.030192931140384,0.4967490192760952,6.0312441972403015,6.326941830864291,0.5047799229222024,11.404936190541186,-7.413038285675287,182.98386666839556,0.5192420391412712,11.315066506366986,13.527152940230827,,,,,,,,,,,,,,
42,Level 1,11.0,Random Forest,"(2, 'shafter', 11)",0.4379610531211042,5.936881864736005,-0.5219985873212077,55.45055282712343,0.3501688579366954,7.428194282728348,7.4465127964117155,0.30645345848522776,9.653359703337454,-0.016450644534698657,144.58621296697862,0.734594630066471,12.024389479024414,12.024400732135412,,,,,,,,,,,,,,
43,Level 1,11.0,Random Forest,"(3, 'donovan', 11)",0.3798359619028113,4.569731403049438,-0.7406831972893884,53.22692250793161,0.5818249110622555,7.257982564679032,7.295678344604538,0.25240901322508497,7.517555213306639,3.558296319112892,98.81600807084551,0.5251738540179254,9.281946744957828,9.940624128838467,,,,,,,,,,,,,,
44,Level 1,12.0,Random Forest,"(2, 'shafter', 12)",0.5305331208626478,7.121335136963139,2.678842746026378,81.20898700845451,0.04887642875660458,8.604230851768005,9.011602910051824,0.3939690665487309,12.411697666553938,-2.2622840716942845,229.4901031640176,0.5639599651159095,14.97905784563822,15.148930759760491,,,,,,,,,,,,,,
45,Level 1,12.0,Random Forest,"(3, 'donovan', 12)",0.3418983513491001,4.108967349453256,0.19633281995995705,47.62027642784538,0.6208467803472089,6.897951134333438,6.900744628505344,0.3389895511944997,10.110612659787463,4.532887417218544,180.23595378222703,0.13458143708307413,12.636806774064755,13.425198463420458,,,,,,,,,,,,,,
46,Level 1,13.0,Random Forest,"(2, 'shafter', 13)",0.4591048260498562,6.1967849481273065,-0.347760154738878,59.84173000457182,0.3128786926672176,7.727922934356153,7.735743662025768,0.33839125551829224,10.723486196588713,3.421963425356075,198.00721462634075,0.6324367568330385,13.649079856967138,14.071503637719061,,,,,,,,,,,,,,
47,Level 1,13.0,Random Forest,"(3, 'donovan', 13)",0.4146915486301076,4.9394418287273965,-0.13844796997611716,67.81716243534629,0.4949117428595653,8.233953764441225,8.235117633364219,0.34390532680085195,10.23212214261344,7.092534970999659,173.75895712248382,0.17087917035366973,11.111026271575035,13.181766085107254,,,,,,,,,,,,,,
48,Level 1,15.0,Random Forest,"(2, 'donovan', 15)",1.2848856365385068,13.68308513614789,-8.273283687234573,276.5154745023133,-1.0667402502567347,14.424571103947999,16.628754448313718,0.2946947598405524,12.669298026480146,6.608577167124662,240.96869152511638,0.1937664969396259,14.046188071903169,15.523166285430186,,,,,,,,,,,,,,
49,Level 1,15.0,Random Forest,"(3, 'elcajon', 15)",0.5682614578637099,9.070494352341047,-2.68554128256513,132.9306979355256,-0.28846186055390755,11.212429083618057,11.529557577614401,0.4883941959544367,10.974855547458553,-6.086995645837129,189.27059886857717,0.3845151136654371,12.337709790562306,13.757565150439124,,,,,,,,,,,,,,
50,Level 1,18.0,Random Forest,"(2, 'donovan', 18)",0.5843581474972039,6.130583045977012,2.2466671455938694,117.79586990289272,0.13251230544456627,10.618302907706195,10.85338057486665,0.2713231140044601,11.53720977011494,7.004588505747126,214.402189319636,0.2401292362635191,12.858379726263776,14.642478933556163,,,,,,,,,,,,,,
51,Level 1,18.0,Random Forest,"(3, 'elcajon', 18)",0.3275040745595521,5.22740634751773,3.236907943262412,53.913169642680856,0.4769498457356161,6.590568762218141,7.342558793954656,0.3398316849593576,7.6610052304964515,-3.2106064361702122,98.7118526845,0.6802928988789761,9.402332635921915,9.935383872025275,,,,,,,,,,,,,,
52,Level 1,20.0,Random Forest,"(2, 'donovan', 20)",0.5878409007248518,6.194992863984674,2.602978304597701,119.4631013075,0.11222809577172332,10.615441830338183,10.929917717325232,0.2256624353751491,9.56379664750958,3.8439891762452136,159.0431629027778,0.4338503288101016,12.011116106161303,12.611231617204476,,,,,,,,,,,,,,
53,Level 1,20.0,Random Forest,"(3, 'elcajon', 20)",0.3153116758440403,5.025699131205674,3.3915021099290783,46.5244414425993,0.5480892727003792,5.917951916072479,6.820882746580483,0.2529892692576399,5.714282978723405,-0.1565146099290767,60.450250831645405,0.8041869154469045,7.773400414781432,7.774975937689158,,,,,,,,,,,,,,
0,Level 2,11.0,Random Forest,"(4, 'elcajon', 11)",0.22410136998750424,4.331176692719768,1.0553407745674892,32.60138066765609,0.6793924614693546,5.6113845454746185,5.709761874864492,0.3487075778264585,6.234721225959428,-1.99330511987354,55.40103610159304,0.8139706795612207,7.171315834676295,7.4431872273638975,,,,,,,,,,,,,,
1,Level 2,11.0,Random Forest,"(2, 'shafter', 11)",0.4076536127274931,5.5260423803637675,-0.6892745894402261,50.17197045594208,0.4120291467138733,7.049600768575061,7.083217521433468,0.2880074490192331,9.072305844958505,0.6804859615045029,131.9440777538407,0.7578007885524041,11.466517196168851,11.48669133187798,,,,,,,,,,,,,,
2,Level 2,11.0,Random Forest,"(3, 'donovan', 11)",0.3714245391469097,4.46853523794856,0.41967572770676137,57.225473639633464,0.5504104614503629,7.553101741881098,7.564752054075101,0.2508418584928833,7.4708802864623465,3.5134883874942258,86.54879809732022,0.5841196882749199,8.614185826197588,9.303160650946547,,,,,,,,,,,,,,
3,Level 2,12.0,Random Forest,"(4, 'elcajon', 12)",0.2816223750993979,5.442877333801705,-2.089985334152981,50.155221801419174,0.5067649934787974,6.7666227251446935,7.08203514545213,0.36568769118932776,6.5383173619039265,-1.712731518398173,64.26422711831738,0.7842092614040446,7.831396929297024,8.016497185075124,,,,,,,,,,,,,,
4,Level 2,12.0,Random Forest,"(2, 'shafter', 12)",0.4814195645190752,6.462084883327697,1.6932847480554616,69.56789940818396,0.18521740799297706,8.167048804200126,8.340737341997048,0.34882230789502355,10.989383158606696,-0.4239262766317211,188.4757759837673,0.6418887664361221,13.722101242001846,13.728648002762956,,,,,,,,,,,,,,
5,Level 2,12.0,Random Forest,"(3, 'donovan', 12)",0.34141942242754725,4.10321153549977,-0.07485967965501307,46.28249409325428,0.6314982195534342,6.8027119681503665,6.8031238481490455,0.3132599741297181,9.343209102109967,5.080442122285539,146.97141005146773,0.2943040286495948,11.00729384969687,12.123176566043561,,,,,,,,,,,,,,
6,Level 2,13.0,Random Forest,"(4, 'elcajon', 13)",0.30220447786782323,5.856758602729887,-0.5653720366379307,56.8045104019217,0.45279637557582403,7.515641347357495,7.536876700724359,0.5316347944315922,9.410165014367816,-4.382313074712643,127.85945927867814,0.5645322943154186,10.42376090448552,11.3074957120787,,,,,,,,,,,,,,
7,Level 2,13.0,Random Forest,"(2, 'shafter', 13)",0.4572562190188964,6.171833304026728,-0.4143991559697555,58.562968797608576,0.3275618255283146,7.641416238966447,7.652644562346313,0.33952838438609073,10.759521364515562,2.8322823984526115,192.33847395744684,0.6429597102964419,13.576326836551274,13.868614709387767,,,,,,,,,,,,,,
8,Level 2,13.0,Random Forest,"(3, 'donovan', 13)",0.4163050255646421,4.958660150119413,0.9338759808938932,72.32230737142955,0.4613583513253692,8.452821009801347,8.504252311134092,0.30773512259869673,9.155959843056976,4.763150460593653,130.05238438056637,0.37943261964280106,10.361697837242351,11.404051226672316,,,,,,,,,,,,,,
9,Level 2,15.0,Random Forest,"(4, 'shafter', 15)",0.4834057476654525,6.034586153434909,2.5120238438920075,58.341401032237364,0.17114559451183664,7.213261206968412,7.638154294869762,0.4940523397452544,9.713253889334402,5.9301997326917935,171.02892473734298,0.3920367406940581,11.655970824762953,13.077802748831433,,,,,,,,,,,,,,
10,Level 2,15.0,Random Forest,"(3, 'elcajon', 15)",0.4420426242231595,7.055810439059938,-1.4875625250500992,81.40327988964475,0.2109796827165253,8.898900922232551,9.022376620915619,0.4665013377112976,10.482894425214065,-7.181477810165784,177.1034308991765,0.4240812588534701,11.204008539860766,13.30802129917053,,,,,,,,,,,,,,
11,Level 2,15.0,Random Forest,"(2, 'donovan', 15)",0.5293886040019704,5.637598501124157,0.5789543842118411,86.70904111618287,0.3519166851022578,9.293753436431633,9.311768957409912,0.17636267040105988,7.582052810392206,1.4795862603047722,109.47797699964028,0.6337083778571162,10.35803077317101,10.463172415651014,,,,,,,,,,,,,,
12,Level 2,17.0,Random Forest,"(3, 'shafter', 17)",0.32848270401839536,4.4963236197365735,-0.20445983757592293,37.29232665665735,0.5311688855528987,6.103320639739957,6.106744358220454,0.4474972490554058,10.110698423531016,-2.765889578925817,151.62127191373781,0.6016417467002552,11.998796887643664,12.313458974379936,,,,,,,,,,,,,,
13,Level 2,17.0,Random Forest,"(4, 'donovan', 17)",0.8449441690962098,6.779318128654971,-3.8012292397660814,103.84143099345032,-0.5336870100844828,9.454738878477695,10.190261576301676,0.31697100935182204,11.496223391812865,9.525053801169589,186.9237198135673,-0.09056172813284903,9.808010496445851,13.672004966849858,,,,,,,,,,,,,,
14,Level 2,17.0,Random Forest,"(2, 'elcajon', 17)",0.6869410869168643,7.726517552695392,-4.707087819436671,169.54833193651174,-1.5326307697638109,12.140496538306111,13.021072610830176,0.22737124418010585,8.799576758067525,1.5152574146614457,124.7646841858982,0.7056254151999672,11.06655678850525,11.16981128694206,,,,,,,,,,,,,,
15,Level 2,18.0,Random Forest,"(4, 'shafter', 18)",0.4269225700732784,5.289687193914765,-2.4082902990517874,42.6156513906429,0.4009989157875502,6.067601604104867,6.528066435832505,0.4000265667318321,8.022154110659583,5.442264561842244,121.68479018088988,0.5692901769442739,9.595131401904089,11.03108291061625,,,,,,,,,,,,,,
16,Level 2,18.0,Random Forest,"(3, 'elcajon', 18)",0.3006196474195197,4.7982946631205685,2.307899166666667,42.77558139364894,0.5850035418992618,6.119573745788856,6.540304380810492,0.3269219807228726,7.3699749468085125,-4.849700159574468,89.59087521650001,0.7098338424068483,8.12842442166521,9.465245650087484,,,,,,,,,,,,,,
17,Level 2,18.0,Random Forest,"(2, 'donovan', 18)",0.582747090913241,6.11368122605364,0.6938673371647511,100.75987059078544,0.2579710314583974,10.013911259303297,10.037921627049368,0.20410424616493594,8.678927011494254,0.2728355363984681,140.02128636816096,0.5037453575004399,11.829913234603165,11.833059045241045,,,,,,,,,,,,,,
18,Level 2,19.0,Random Forest,"(3, 'shafter', 19)",0.3280565415835242,4.59983632218845,-0.035527507598784085,39.036725309726435,0.5199800349874593,6.247836674076098,6.247937684526505,0.4136683708177449,9.39855167173252,-6.268145896656534,126.20334852158057,0.6900959137048511,9.3227515004857,11.234026371768074,,,,,,,,,,,,,,
19,Level 2,19.0,Random Forest,"(4, 'donovan', 19)",0.6552157112526539,5.414150877192983,-2.9855614035087714,42.46768887508773,0.33273275386807244,5.792591128412781,6.516723783857017,0.26433416557161626,9.41091461988304,8.017869005847954,125.99998764257313,0.2833518302559527,7.855810858697901,11.224971609878269,,,,,,,,,,,,,,
20,Level 2,19.0,Random Forest,"(2, 'elcajon', 19)",0.4394479593868206,4.9427440194066055,-2.0394605710020524,41.65053745995894,0.3813746414574879,6.123000738141957,6.453722759768888,0.2271796449898859,8.760003022952043,2.5403030042918484,118.59169720933755,0.7211100507656147,10.589549464246502,10.889981506381798,,,,,,,,,,,,,,
21,Level 2,20.0,Random Forest,"(4, 'shafter', 20)",0.36088588879793465,4.479388912046686,-0.5950075031263026,33.39728134639434,0.5312216543470785,5.748325618614322,5.779038098714555,0.32752023964195803,6.533301792413505,1.1725191746561068,70.34175748603585,0.7480742561228101,8.304634625984432,8.38699931358265,,,,,,,,,,,,,,
22,Level 2,20.0,Random Forest,"(3, 'elcajon', 20)",0.30021254463540803,4.7850366489361695,2.175865443262412,39.93534537451419,0.6120918292931157,5.933039267300584,6.319441856249187,0.25146288513317266,5.679806453900709,-0.6618233687943258,57.64330666684397,0.8132792912024465,7.563418307575068,7.592318925522293,,,,,,,,,,,,,,
23,Level 2,20.0,Random Forest,"(2, 'donovan', 20)",0.5694484628144243,6.001163170498084,0.3591661398467433,93.2947765975958,0.3066940287996736,9.652242033930943,9.65892212400513,0.18991672646525376,8.048858237547892,1.239257375478929,122.32865490231802,0.5645438226578411,10.990582152899776,11.060228519443802,,,,,,,,,,,,,,
24,Level 2,21.0,Random Forest,"(3, 'shafter', 21)",0.3466945235789932,4.745609909233603,-0.7185203030096226,40.89253127605269,0.4859078869703013,6.354231649083596,6.394726833575668,0.5096626162411902,11.515255169589846,-1.2280727496075887,201.82292696731045,0.4697457180791845,14.153259846727245,14.206439630227921,,,,,,,,,,,,,,
25,Level 2,21.0,Random Forest,"(4, 'donovan', 21)",0.7878661807580175,6.321359064327487,-4.073511111111111,71.75376810573103,-0.059767965594725414,7.426996387058858,8.47075959437706,0.3035847146081909,11.010715789473686,9.405852631578947,170.4025073894737,0.005827333619396358,9.051654194813954,13.053831138385148,,,,,,,,,,,,,,
26,Level 2,21.0,Random Forest,"(2, 'elcajon', 21)",0.4087318277982779,4.647971503170458,-0.6804588586348377,40.54712928807161,0.4005526100233631,6.331200915290637,6.367662780649711,0.20077225349186645,7.750101044386424,1.2939135770235015,93.75285350631113,0.7794607269681502,9.595761624879255,9.68260571882957,,,,,,,,,,,,,,
